Organization Name,Crunchbase Profile Link,Last Funding Date,Total Funding Amount,Stage Track Stages,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter URL,LinkedIn URL,Number of Employees,Last Funding Amount,Founded Date
Hellomed,https://www.crunchbase.com/organization/hellomed-a514,"Feb 9, 2026","€6,000,000",Not Started,"Elder Care, Health Care, Pharmaceutical","Berlin, Berlin, Germany",THE ONLINE PHARMACY DESIGNED AROUND PATIENTS LIVES,"9,553",https://hellomed.com/,$1M to $10M,"IBB Ventures, EquityPitcher Ventures, zwei.7",EquityPitcher Ventures,,https://www.linkedin.com/company/hellomed-com/,1-10,"€6,000,000",2022
Ameresco,https://www.crunchbase.com/organization/ameresco,"Feb 9, 2026","$740,348,000",Not Started,"Energy, Energy Efficiency, Renewable Energy, Solar","Framingham, Massachusetts, United States","Ameresco, Inc. provides energy efficiency solutions for facilities in North America. The company engages in the development, design,","9,583",http://www.ameresco.com/,$1B to $10B,"Nuveen, Bank of America, Barings, HASI, Counterpointe Sustainable Real Estate","Bank of America, Barings, Counterpointe Sustainable Real Estate, HASI, Massachusetts Clean Energy Center, Nuveen",https://x.com/Ameresco,http://www.linkedin.com/company/39971,1001-5000,—,2000
Curaleaf,https://www.crunchbase.com/organization/curaleaf,"Feb 9, 2026","$1,948,696,576",Not Started,"Alternative Medicine, Cannabis, Health Care, Medical","Stamford, Connecticut, United States",Curaleaf operates as a vertically integrated medical and wellness cannabis producer.,"10,140",https://curaleaf.com/,$1B to $10B,"Measure 8 Venture Partners, CapStone Holdings, Needham Bank, Blackjack Collective, House Of Herbs","Blackjack Collective, CapStone Holdings, House Of Herbs, Needham Bank",https://x.com/curaleaf_inc,https://www.linkedin.com/company/curaleaf,1001-5000,"$500,000,000",2010
Zelestra,https://www.crunchbase.com/organization/zelestra,"Feb 9, 2026","$963,033,959",Not Started,"Consulting, Energy, Environmental Consulting, Industrial, Power Grid, Project Management, Renewable Energy, Solar","Algorta, Pais Vasco, Spain","Zelestra is a renewable energy company dedicated to serving clients through customized solutions, local employment.","10,576",https://zelestra.energy/,$500M to $1B,"Santander, BNP Paribas, BBVA, Natixis Corporate & Investment Banking, Crédit Agricole","BPER Banca, Santander, Stonehenge Capital",https://x.com/solarpack,https://www.linkedin.com/company/zelestra,1001-5000,"€130,000,000",2005
Shizuku AI,https://www.crunchbase.com/organization/shizuku-ai,"Feb 9, 2026","$15,000,000",Not Started,"Artificial Intelligence (AI), Developer Tools, Mobile Devices, Productivity Tools","California, Pennsylvania, United States","Shizuku an open-source Android tool that enables apps to access elevated system APIs without rooting your device, typically via ADB setup.","12,217",https://shizuku.ai/,—,"Andreessen Horowitz, DeNA",Andreessen Horowitz,,https://www.linkedin.com/company/shizuku-ai/,1-10,"$15,000,000",2023
Devicare,https://www.crunchbase.com/organization/devicare,"Feb 9, 2026","$13,007,506",Not Started,"Biotechnology, Digital Media, Health Care, Medical Device","Barcelona, Catalonia, Spain",Devicare is a biotech company developing medical treatments in Urology by combining innovative therapies with digital technologies,"12,853",http://www.devicare.com/,$10M to $50M,"Cofides, ICF Capital, Ship2B, Ona Capital Privat SCR SA, Avançsa","Avançsa, Cofides, EMESA Corporación Empresarial",https://x.com/devicare,https://www.linkedin.com/company/devicare/,11-50,"€1,200,000",2012
Tidal Real Estate Partners,https://www.crunchbase.com/organization/tidal-real-estate-partners,"Feb 9, 2026","$371,500,000",Not Started,"Commercial Real Estate, Property Development, Real Estate, Real Estate Investment","New City, New York, United States",Tidal Real Estate Partners is a real estate firm that offers property development and investment services.,"12,920",https://tidalrep.com/,—,"Madison Realty Capital, KSL Capital Partners",—,,https://www.linkedin.com/company/tidal-real-estate-partners-lp,1-10,"$371,500,000",—
OTP Leasing,https://www.crunchbase.com/organization/otp-leasing,"Feb 9, 2026","€40,000,000",Not Started,"Financial Services, Leasing, Personal Finance","Bucharest, Bucuresti, Romania","OTP Leasing is a financial firm that offers used cars, leasing, angel investment, and personal finance.","17,536",https://www.otp-leasing.ro/en/,$10M to $50M,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,,https://www.linkedin.com/company/otp-leasing-romania/,51-100,"€20,000,000",2007
Monument Therapeutics,https://www.crunchbase.com/organization/monument-therapeutics,"Feb 9, 2026","£5,975,000",Not Started,"Biopharma, Biotechnology, Health Care, Life Science, Pharmaceutical","Cambridge, Cambridgeshire, United Kingdom",Monument Therapeutics used digital biomarkers to develop innovative new drugs for neuropsychiatric disorders including schizophrenia,"22,528",https://monumenttx.com/,$1M to $10M,"SyndicateRoom, ACF Investors, Innovate UK, Cambridge Angels group, O2h Ventures","ACF Investors, Cambridge Angels group, GM&C Life Sciences Fund, Innovate UK, Neo Kuma Ventures, One Mind Accelerator",,https://www.linkedin.com/company/monumenttx,1-10,—,2019
Performance Food Group,https://www.crunchbase.com/organization/performance-food-group,"Feb 9, 2026","$2,060,000,000",Not Started,"Delivery Service, Food and Beverage, Food Delivery, Food Processing, Meat and Poultry, Snack Food","Richmond, Virginia, United States","Performance Food Group is a foodservice distributor company that offers services for restaurants, businesses, schools, and healthcare firms.","24,519",http://www.pfgc.com/,$10B+,—,—,https://x.com/pfgcareers,https://www.linkedin.com/company/performance-food-group?trk=ppro_cprof,10001+,"$1,060,000,000",1885
GSA,https://www.crunchbase.com/organization/gsa-3599,"Feb 9, 2026","€190,000,000",Not Started,"Security, Service Industry","Tavagnacco, Friuli-Venezia Giulia, Italy",GSA is a multi-service company that plays a leading role in the fields of occupational health and safety and fire surveillance.,"29,333",https://www.grupposerviziassociati.it/,—,Armònia SGR,—,,https://www.linkedin.com/company/grupposerviziassociati/,1001-5000,"€190,000,000",1999
Rise Studio,https://www.crunchbase.com/organization/rise-studio,"Feb 9, 2026","$6,050,050",Not Started,"Animation, Gaming, PC Games, Video Games","Bakirkoy, Istanbul, Turkey",Rise Studio is an animation company that engages in game developments and filmmaking projects for local enthusiasts.,"30,046",https://www.rosevideogame.com/,—,Digiage,Digiage,https://x.com/risegamesstudio,https://www.linkedin.com/company/rise-studioss/,1-10,"$6,000,050",—
Community Investment Corporation,https://www.crunchbase.com/organization/community-investment-corporation-815c,"Feb 9, 2026","$14,957,678",Not Started,"Credit, Finance, Financial Services, Lending, Mortgage, Non Profit","Chicago, Illinois, United States",Community Investment Corporation is a non-profit organization that offers mortgage lending for the acquisition of rehab apartment buildings.,"32,841",https://www.cicchicago.com/,$1M to $10M,"JPMorgan Chase & Co., Community Development Financial Institutions Fund","Community Development Financial Institutions Fund, JPMorgan Chase & Co.",https://x.com/cicchicago,https://www.linkedin.com/company/community-investment-corporation/,11-50,"$10,000,000",1974
BeNewtral,https://www.crunchbase.com/organization/benewtral,"Feb 9, 2026","€7,000,000",Not Started,"Building Material, Construction, Manufacturing","Milan, Lombardia, Italy",BeNewtral is a manufacturing company that provides sustainable advanced construction materials.,"43,102",https://www.benewtral.com/,—,"Edoardo Vernazza, CDP Venture Capital, EUREKA! Venture SGR, NovaCapital, Tech4Planet",CDP Venture Capital,,https://www.linkedin.com/company/benewtral/,1-10,"€7,000,000",2020
BrainStorm Cell Therapeutics,https://www.crunchbase.com/organization/brainstorm-cell-therapeutics,"Feb 9, 2026","$64,128,019",Not Started,"Biotechnology, Health Care, Medical, Therapeutics","New York, New York, United States","Brainstorm is a developing innovative, autologous stem cell therapies for highly debilitating neurodegenerative disorders.","43,799",http://www.brainstorm-cell.com/,Less than $1M,"Israel Innovation Authority, California Institute for Regenerative Medicine, National Multiple Sclerosis Society (NMSS), Abbhi Capital, Brazilian Ministry of Health","California Institute for Regenerative Medicine, Israel Innovation Authority, National Multiple Sclerosis Society (NMSS)",https://x.com/BrainStormCell,https://www.linkedin.com/company/brainstorm-cell-therapeutics,11-50,"$1,000,000",2000
Nanodiag BW,https://www.crunchbase.com/organization/nanodiag-bw,"Feb 9, 2026","€15,000,000",Not Started,—,"Freiburg, Baden-Wurttemberg, Germany",NanodiagBW promotes unprecedented innovation by interlacing application-oriented research such as epigenetics or microbiology.,"45,442",https://nanodiag.de/,—,"Federal Ministry of Research, Technology and Space","Federal Ministry of Research, Technology and Space",,https://www.linkedin.com/company/nanodiagbw,51-100,"€15,000,000",2022
Tenna Systems,https://www.crunchbase.com/organization/tip-cue,"Feb 8, 2026","$13,500,000",Not Started,"Artificial Intelligence (AI), Service Industry, Software, Telecommunications, Wireless","Woodbury, New York, United States",Tenna Systems provides software solutions focused on electromagnetic spectrum intelligence for defense and critical mobility sectors.,"5,214",https://tennasys.com/,—,"Viola Ventures, Costanoa Ventures, Jumpspeed Ventures, fresh.fund, 1948 Ventures",Costanoa Ventures,,https://www.linkedin.com/company/tipandcue,1-10,"$13,500,000",2022
Dentologie,https://www.crunchbase.com/organization/dentologie,"Feb 7, 2026","$50,662,024",Not Started,"Dental, Health Care, Medical","Chicago, Illinois, United States","Dentologie is a dental clinic that offers services like general dentistry, Invisalign, oral surgeries, and cosmetic dentistry.","18,132",https://www.dentologie.com/,$1M to $10M,"Alumni Ventures, Warburg Pincus, Beringea, Hyde Park Venture Partners, C&S Family Capital",—,https://x.com/dentologiechi,https://www.linkedin.com/company/dentologie/,101-250,"$5,569,324",Sep 2012
Laser Photonics,https://www.crunchbase.com/organization/laser-photonics-llc,"Feb 6, 2026","$14,100,000",Not Started,"Machinery Manufacturing, Manufacturing","Orlando, Florida, United States","LPC Designs and manufactures Industrial Grade Laser Cleaning & Rust Removal, 3D Printing, Cutting and Marking Machines","1,764",https://www.laserphotonics.com/,$1M to $10M,—,—,https://x.com/laserphotonics?lang=en,https://www.linkedin.com/company/laser-photonics/,51-100,"$5,000,000","Jan 1, 1981"
Uplift360,https://www.crunchbase.com/organization/uplift360,"Feb 6, 2026","€8,450,000",Not Started,"Advanced Materials, CleanTech, Manufacturing, Recycling","Luxembourg, Luxembourg, Luxembourg",Uplift360 develops chemical regeneration and recycling technologies to recover and reuse high-performance industrial materials.,"1,849",https://www.uplift360.tech/,$1M to $10M,"Promus Ventures, Extantia Capital, Sustainable Ventures, NATO Innovation Fund, Twin Track Ventures","Extantia Capital, Luxinnovation, Promus Ventures",,https://www.linkedin.com/company/uplift360,11-50,"€7,400,000",2021
Engie,https://www.crunchbase.com/organization/gdf-suez,"Feb 6, 2026","€1,850,100,000",Not Started,"Energy, Hydroelectric, Natural Resources, Oil and Gas, Renewable Energy","Paris, Ile-de-France, France",Engie is an energy transition company that provides renewable electricity and green gas for the industrial sector.,"2,449",http://www.engie.com/,$10B+,"International Finance Corporation, HSBC, BNP Paribas, Asian Infrastructure Investment Bank, Abu Dhabi Islamic Bank (ADIB)","Export and Investment Fund, International Finance Corporation, October, Toshiba Corporation",https://x.com/engiegroup,https://www.linkedin.com/company/engie,10001+,"€850,000,000",1834
Capalo AI,https://www.crunchbase.com/organization/capalo-ai,"Feb 6, 2026","€15,300,000",Not Started,"Artificial Intelligence (AI), Battery, Energy Storage","Kuopio, Eastern Finland, Finland",Capalo AI is a developer of an AI-optimized bidding platform that helps energy asset owners maximize their revenue in battery storage.,"2,538",https://capaloai.com/,—,"Inventure, VentureFriends, Tesi, Heartcore Capital, Innovestor","Heartcore Capital, Innovestor, PROfounders Capital, VentureFriends",,https://www.linkedin.com/company/capalo-ai,11-50,"€11,000,000",2022
Upexi,https://www.crunchbase.com/organization/upexi,"Feb 6, 2026","$860,243,034",Not Started,"Consumer Goods, E-Commerce, Retail","Tampa, Florida, United States",Upexi is a multi-faceted brand owner that focuses on direct-to-consumer and Amazon brands.,"2,651",https://upexi.com/,$10M to $50M,"White Star Capital, Hivemind Capital Partners, Morgan Creek Capital Management, Delta Blockchain Fund, GSR","Big Brain Holdings, GSR, Hivemind Capital Partners",,https://www.linkedin.com/company/upxi,51-100,"$7,414,290",2018
SmartKem,https://www.crunchbase.com/organization/smartkem,"Feb 6, 2026","$58,011,276",Not Started,"Electronics, Manufacturing, Semiconductor","Manchester, Manchester, United Kingdom","SmartKem develops a semiconductor platform that enables a new generation of displays, sensors, and logic.","6,055",http://www.smartkem.com/,Less than $1M,"Octopus Ventures, Innovate UK, EISMEA, BASF Venture Capital, Entrepreneurs Fund","BASF Venture Capital, EISMEA, Innovate UK, Octopus Ventures",https://x.com/smartkemtruflex,https://www.linkedin.com/company/1493296,11-50,"$2,000,000",2008
Curio,https://www.crunchbase.com/organization/curio-c54a,"Feb 6, 2026","$12,600,000",Not Started,"Energy, Environmental Engineering, Fuel, Nuclear","Washington, District of Columbia, United States",CURIO is a nuclear technology company that develops NuCycle systems to recycle nuclear waste into clean energy.,"6,216",https://curio.energy/,Less than $1M,"US Department of Energy, Synergos Holdings, Erez Capital, ARPA-E","ARPA-E, Erez Capital, Synergos Holdings, US Department of Energy",https://x.com/CurioLv,https://www.linkedin.com/company/curiolv,11-50,—,2021
Relay,https://www.crunchbase.com/organization/relay-a33d,"Feb 6, 2026","$31,000,000",Not Started,"Blockchain, Cryptocurrency, FinTech","New York, New York, United States",Relay is a multichain payments network that allows users to spend any digital asset to transact on any blockchain,"10,305",https://relay.link/bridge,—,"Union Square Ventures, Coinbase Ventures, Variant, Framework Ventures, Archetype","Archetype, Union Square Ventures",https://x.com/RelayProtocol,https://www.linkedin.com/company/relayprotocol/,11-50,"$17,000,000",2019
Zengun AB,https://www.crunchbase.com/organization/zengun-ab,"Feb 6, 2026","SEK750,000,000",Not Started,Construction,"Kista, Stockholms Lan, Sweden",Zengun AB offers construction contracting services to private and public property developers.,"15,464",https://zengun.se/sv/,$100M to $500M,—,—,,https://www.linkedin.com/company/zengun-ab/,101-250,"SEK750,000,000",2009
XDemics,https://www.crunchbase.com/organization/xdemics,"Feb 6, 2026","$12,943,623",Not Started,"Biopharma, Biotechnology, Medical, Wellness","Novato, California, United States",XDemics is a biotechnology research company that offers advanced cell and viral-based therapeutics.,"16,619",https://xdemics.com/,—,—,—,,https://www.linkedin.com/company/xdemics-corporation/,1-10,"$7,399,999",—
Kenetik,https://www.crunchbase.com/organization/vitanav,"Feb 6, 2026","$10,663,024",Not Started,"Dietary Supplements, Food and Beverage, Nutrition","Halethorpe, Maryland, United States",Kenetik is a nutrition food and beverages company that offers healthy ketone energy drinks.,"16,697",https://drinkkenetik.com/,—,—,—,,https://www.linkedin.com/company/drinkkenetik/,1-10,"$4,385,709",2019
Alternatifbank,https://www.crunchbase.com/organization/alternatifbank,"Feb 6, 2026","$200,000,000",Not Started,"Banking, Financial Services","Istanbul, Istanbul, Turkey","Alternatifbank ovides a range of banking products and services to corporate, commercial, and retail customers in Turkey.","19,358",https://www.alternatifbank.com.tr/,$100M to $500M,—,—,https://x.com/alternatifbank,https://www.linkedin.com/company/alternatifbank,1001-5000,"$200,000,000",1991
Friendship Village,https://www.crunchbase.com/organization/friendship-village-kalamazoo,"Feb 6, 2026","$103,585,000",Not Started,"Assisted Living, Elder Care, Health Care, Medical","Kalamazoo, Michigan, United States",Friendship Village Kalamazoo is a nonprofit senior living life plan community.,"20,971",https://friendshipvillagemi.com/,$10M to $50M,Ziegler,Ziegler,,https://www.linkedin.com/company/friendship-village-kalamazoo/,251-500,"$103,585,000",1975
Metrosert,https://www.crunchbase.com/organization/metrosert,"Feb 6, 2026","€11,400,000",Not Started,"Consulting, Test and Measurement, Training","Tallinn, Harjumaa, Estonia","Metrosert maintains Estonia's measurement standards and offers calibration, certification, and precious metal assay services.","24,017",https://www.metrosert.ee/,$1M to $10M,Nordic Investment Bank,Nordic Investment Bank,,https://www.linkedin.com/company/as-metrosert,101-250,"€11,400,000",1919
Opendorse,https://www.crunchbase.com/organization/opendorse,"Feb 6, 2026","$41,767,163",Not Started,"Brand Marketing, Enterprise Software, Marketplace, Publishing, SaaS, Social Media Management, Software, Sports","Lincoln, Nebraska, United States",Opendorse operates a SaaS-enabled Marketplace in the athlete endorsement industry.,"49,468",http://opendorse.com/,Less than $1M,"Invest Nebraska, Serra Ventures, Flyover Capital, Advantage Capital, Nebraska Angel Network","Flyover Capital, Invest Nebraska, Nebraska Angel Network, Serra Ventures",https://x.com/opendorse,http://www.linkedin.com/company/opendorse,51-100,"$2,132,163","Nov 1, 2012"
Raiffeisenlandesbank Niederösterreich-Wien,https://www.crunchbase.com/organization/raiffeisenlandesbank-nieder%C3%B6sterreich-wien,"Feb 6, 2026","€500,000,000",Not Started,"Banking, Finance, Financial Services","Vienna, Wien, Austria","Raiffeisenlandesbank Niederösterreich-Wien is a bank that offers private banking, online banking, and corporate banking.","90,019",https://www.raiffeisen.at/noew/rlb/de/privatkunden.html,$500M to $1B,—,—,,https://www.linkedin.com/company/9543745,10001+,"€500,000,000",2010
Forerunner,https://www.crunchbase.com/organization/forerunner-0de4,"Feb 5, 2026","$40,500,000",Not Started,"Artificial Intelligence (AI), Geospatial, Government, Software","San Francisco, California, United States",Forerunner is an AI-powered geospatial platform that assists governments in updating their operations and enhancing community resilience.,201,https://withforerunner.com/,Less than $1M,"Wellington Management, Union Square Ventures, Everywhere Ventures, Flybridge, SE Ventures","Union Square Ventures, Wellington Management, XFactor Ventures",https://x.com/withforerunner,https://www.linkedin.com/company/with-forerunner,101-250,"$26,300,000","Jan 1, 2018"
Fundamental,https://www.crunchbase.com/organization/fundamental-404d,"Feb 5, 2026","$255,000,000",Not Started,"Artificial Intelligence (AI), Foundational AI, Software","San Francisco, California, United States",Fundamental is an AI research company that focuses on overcoming the fundamental challenges of machine learning.,315,https://fundamental.tech/,—,"Valor Equity Partners, Headline, Salesforce Ventures, Battery Ventures, Oak HC/FT","Battery Ventures, Headline, Hetz Ventures, Oak HC/FT, Salesforce Ventures",https://x.com/ltmpredict,https://www.linkedin.com/company/_fundamentalhq,51-100,"$225,000,000",2024
Turnstile,https://www.crunchbase.com/organization/turnstile-dba4,"Feb 5, 2026","$51,810,000",Not Started,"FinTech, SaaS, Software","San Francisco, California, United States",Modern revenue automation in minutes,329,https://www.tryturnstile.com/,$1M to $10M,"Illuminate Financial, Flex Capital, OMERS Ventures, First Round Capital",—,,https://www.linkedin.com/company/turnstile-co/,11-50,"$29,000,000",2021
Accrual,https://www.crunchbase.com/organization/accrual-87d3,"Feb 5, 2026","$91,449,979",Not Started,"Artificial Intelligence (AI), Information Technology, SaaS, Software","Beverly Hills, California, United States",Accrual is an AI-driven accounting platform that streamlines and unifies tax preparation and financial workflows for accounting firms.,471,https://www.accrual.com/,—,"General Catalyst, PruVen Capital, Go Global Ventures, Edward Jones Ventures",General Catalyst,https://x.com/accrualhq,https://www.linkedin.com/company/accrual,11-50,"$75,000,000",2024
Daytona,https://www.crunchbase.com/organization/daytona-4480,"Feb 5, 2026","$38,000,000",Not Started,"Artificial Intelligence (AI), Cloud Infrastructure, Generative AI, Web Development","New York, New York, United States","Daytona is cloud infrastructure for AI agents, enabling them to run tools and code autonomously in fast, secure, and isolated environments.",491,https://www.daytona.io/,$1M to $10M,"500 Global, FirstMark, e2vc, Pace Capital, Datadog","FirstMark, Upfront Ventures",https://x.com/daytonaio,https://www.linkedin.com/company/daytonaio/,11-50,"$24,000,000",2023
Lawhive,https://www.crunchbase.com/organization/lawhive,"Feb 5, 2026","$114,200,000",Not Started,"Artificial Intelligence (AI), Legal Tech, SaaS","London, England, United Kingdom",Lawhive connects clients with solicitors through an online legal services platform.,524,https://lawhive.co.uk/,$1M to $10M,"TQ Ventures, Oraseya Capital, Episode 1, Balderton Capital, Google Ventures","Episode 1, Google Ventures, Mitch Rales, TQ Ventures",https://x.com/lawhiveHQ,https://www.linkedin.com/company/joinlawhive,101-250,"$60,000,000",2019
Goodfire,https://www.crunchbase.com/organization/goodfire-b4cb,"Feb 5, 2026","$207,000,000",Not Started,"Artificial Intelligence (AI), Generative AI, Information Technology","San Francisco, California, United States","Goodfire is an AI research lab using interpretability to turn AI into something that can be understood, debugged, and shaped like software",541,https://goodfire.ai/,—,"Anthropic, Menlo Ventures, B Capital, Lightspeed Venture Partners, South Park Commons","B Capital, Lightspeed Venture Partners, Menlo Ventures",https://x.com/GoodfireAI,https://www.linkedin.com/company/goodfire-ai,11-50,"$150,000,000",Jun 2024
Oxide Computer Company,https://www.crunchbase.com/organization/oxide,"Feb 5, 2026","$394,000,000",Not Started,"Cloud Infrastructure, Embedded Systems, Hardware, Information Technology, Software","Emeryville, California, United States",Oxide Computer Company is a maker of server racks for on-premises compute infrastructure.,615,https://oxide.computer/,$10M to $50M,"Eclipse Ventures, Friends & Family Capital, US Innovative Technology Fund, Rally Ventures, Riot Ventures","Eclipse Ventures, US Innovative Technology Fund",https://x.com/oxidecomputer,https://www.linkedin.com/company/oxidecomputer,51-100,"$200,000,000","Sep 9, 2019"
Anchorage Digital,https://www.crunchbase.com/organization/anchorage,"Feb 5, 2026","$587,000,000",Not Started,"Blockchain, Cryptocurrency, Financial Services, FinTech, Software","San Francisco, California, United States",Anchorage Digital is a regulated crypto platform that provides institutions with integrated financial services and infrastructure solutions.,718,https://www.anchorage.com/,—,"Andreessen Horowitz, BlackRock, Wellington Management, Khosla Ventures, Apollo","Andreessen Horowitz, Blockchain Capital, GIC, Kohlberg Kravis Roberts & Co., Tether",https://x.com/anchorage,https://www.linkedin.com/company/anchorage,251-500,"$100,000,000",2017
LB Pharmaceuticals,https://www.crunchbase.com/organization/lb-pharmaceuticals,"Feb 5, 2026","$233,200,145",Not Started,"Biopharma, Biotechnology, Pharmaceutical","New York, New York, United States",LB Pharmaceuticals specializes in developing LB-102 (n-Methyl amisulpride) as a treatment for schizophrenia.,849,http://lbpharma.us/,$1M to $10M,"TCG Crossover, Vida Ventures, Commodore Capital, Pivotal bioVenture Partners, Balyasny Asset Management",Deep Track Capital,https://x.com/lb_pharma,,11-50,"$100,000,000",Sep 2015
R3 Robotics,https://www.crunchbase.com/organization/circu-li-ion,"Feb 5, 2026","€28,500,000",Not Started,"Battery, CleanTech, Energy Storage, Recycling, Sustainability","Foetz, Luxembourg, Luxembourg",R3 Robotics is an industrial robotics company that develops AI-powered automated disassembly systems for end-of-life processing.,943,https://www.circuli-ion.com/,$10M to $50M,"Oetker Collection KG, Suma Capital, Amazon, BONVENTURE, European Innovation Council Fund","Amazon, BONVENTURE, EIC Accelerator, HG Ventures, Suma Capital",,https://www.linkedin.com/company/circu-li-ion,11-50,"€14,000,000",Jun 2021
Dynasty Financial Partners,https://www.crunchbase.com/organization/dynasty-financial-partners,"Feb 5, 2026","$175,000,000",Not Started,"Advice, Consulting, Finance, Financial Services, Wealth Management","St. Petersburg, Florida, United States",Dynasty Financial Partners provides wealth management solutions and business services to financial advisory firms.,"1,054",http://dynastyfinancialpartners.com/,$100M to $500M,"BlackRock, Fortress Investment Group, ABRY Partners, JP Morgan, Charles Schwab","Abacus Life, Envestnet",https://x.com/DynastyFP,https://www.linkedin.com/company/dynasty-financial-partners,101-250,—,2010
Angitia Biopharmaceuticals,https://www.crunchbase.com/organization/angitia-biopharmaceuticals,"Feb 5, 2026","$406,000,000",Not Started,"Biopharma, Biotechnology, Health Care, Medical","Westlake Village, California, United States",Angitia Biopharmaceuticals develops biologic therapies for musculoskeletal diseases.,"1,329",https://angitiabio.com/,$10M to $50M,"RA Capital Management, Wellington Management, BlackRock, Hillhouse Investment, Legend Capital","Bain Capital Life Sciences, Frazier Life Sciences, Hillhouse Ventures, Morningside, Morningside, Venrock Healthcare Capital Partners, Yuekai Securities",,https://www.linkedin.com/company/angitiabio,51-100,"$130,000,000",2018
Sapiom,https://www.crunchbase.com/organization/sapiom,"Feb 5, 2026","$15,750,000",Not Started,"Artificial Intelligence (AI), Financial Services, Fraud Detection, Payments","San Francisco, California, United States",Sapiom gives AI agents trusted access to the API economy.,"1,587",https://www.sapiom.ai/,—,"Anthropic, Menlo Ventures, Accel, Plug and Play, Coinbase Ventures",Accel,https://x.com/sapiom,https://www.linkedin.com/company/sapiom/,1-10,"$15,750,000",Aug 2025
Advance,https://www.crunchbase.com/organization/advance-737e,"Feb 5, 2026","$8,550,000",Not Started,"Financial Services, FinTech, InsurTech, Payments","New York, New York, United States",Advance is a fintech company that offers a payments platform for insurance premiums.,"1,769",https://advancehq.com/,—,"nvp capital, Crystal Venture Partners, Vesey Ventures, Mensch Capital Partners, Assaf Wand",nvp capital,,https://www.linkedin.com/company/advancepayments/,1-10,"$8,550,000",2024
Revolve Renewable Power,https://www.crunchbase.com/organization/philippine-metals,"Feb 5, 2026","$47,119,045",Not Started,"Energy, Renewable Energy, Semiconductor","Dublin, Dublin, Ireland","Revolve Renewable Power helps in developing utility-scale renewable energy generation projects with a focus on wind, solar.","2,249",https://www.revolve-renewablepower.com/,$1M to $10M,"Re Royalties, Vancity, Callaway Capital Management","Callaway Capital Management, Re Royalties, Vancity",https://x.com/PowerRevolve,https://www.linkedin.com/company/revolve-renewable-power,11-50,"$40,000,000",2012
TWAICE,https://www.crunchbase.com/organization/twaice,"Feb 5, 2026","$99,816,455",Not Started,"Artificial Intelligence (AI), Battery, Information Technology, Predictive Analytics, Software","Munich, Bayern, Germany",TWAICE is a battery company developing analytics software that addresses the transparency and predictability of batteries.,"2,458",https://twaice.com/,$10M to $50M,"European Investment Bank, Speedinvest, Cherry Ventures, Coatue, Creandum","Cherry Ventures, Coatue, Creandum, Energize Capital, European Investment Bank, Speedinvest, UVC Partners",https://x.com/TwaiceTech,https://www.linkedin.com/company/twaice/,101-250,"€24,000,000",Jun 2018
Vexlum,https://www.crunchbase.com/organization/vexlum,"Feb 5, 2026","€10,000,000",Not Started,"Information Technology, Semiconductor","Tampere, Western Finland, Finland",Vexlum Provider of high-brightness semiconductor laser technology.,"2,759",https://vexlum.com/,—,"Tesi, Nordea, Kvanted Ventures, European Innovation Council Fund, EIC Accelerator","EIC Accelerator, Kvanted Ventures, Nordea",https://x.com/vexlumLtd,https://www.linkedin.com/company/vexlum/,11-50,"€6,000,000",2017
BeConfident,https://www.crunchbase.com/organization/beconfident-d6a1,"Feb 5, 2026","$17,800,000",Not Started,"Education, E-Learning, Generative AI, Language Learning, Machine Learning, Messaging, Mobile, Mobile Apps, Natural Language Processing","San Francisco, California, United States",Practice English with AI on WhatsApp and Mobile App (voice calling + messaging + activities),"3,151",https://beconfident.app/en-us,—,"Latitud, Prosus Ventures, Alexia Ventures, Google for Startups, Scale-Up Ventures","Ford Street Ventures, Google for Startups, Latitud, Prosus Ventures",,https://www.linkedin.com/company/beconfidentapp,51-100,"$15,800,000",Apr 2023
Hercules Capital,https://www.crunchbase.com/organization/herculescapital,"Feb 5, 2026","$1,684,000,000",Not Started,"Commercial Lending, Financial Services, Lending, Venture Capital","San Mateo, California, United States",Hercules Capital is a finance company that provides loans to venture capital companies in sectors like technology and life sciences.,"3,161",http://www.htgc.com/,$100M to $500M,"MUFG Bank, Citizens Bank, Synovus, Zions Bancorporation, Customers Bank",—,https://x.com/htgcinc,https://www.linkedin.com/company/hercules-capital,51-100,"$300,000,000","Dec 30, 2003"
APEXX,https://www.crunchbase.com/organization/apexx-fintech,"Feb 5, 2026","$47,000,000",Not Started,"Finance, FinTech, Payments","London, England, United Kingdom",APEXX provides payment gateway solution for businesses.,"3,192",https://apexx.global/,$50M to $100M,"Finch Capital, MMC Ventures, Alliance VC, Forward Partners","Finch Capital, Forward Partners, MMC Ventures",https://x.com/apexx_global,https://www.linkedin.com/company/apexxglobal,51-100,"$10,000,000",2016
