Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Prime Group Holdings,https://www.crunchbase.com/organization/prime-group-holdings,"Sep 5, 2025","$156,000,000",Not Started,Real Estate,"Saratoga Springs, New York, United States",Prime Group Holdings is a private equity company that is a proven real estate owner and property manager.,"40,289",https://www.goprimegroup.com//,$1M to $10M,"3650 Capital, Affinius Capital",Affinius Capital,,https://www.linkedin.com/company/primegroupholdings/,51-100,"$156,000,000","Jun 18, 2013"
Geniez AI,https://www.crunchbase.com/organization/geniez-ai,"Sep 5, 2025","$6,000,000",Not Started,"Information Technology, Internet","Dover, Delaware, United States",The Geniez GenAI Framework is designed to seamlessly connect cutting-edge Large Language Models (LLMs).,"40,704",https://www.geniez.ai/,—,"StageOne Ventures, Canapi Ventures","Canapi Ventures, StageOne Ventures",,https://www.linkedin.com/company/geniez-ai,11-50,"$6,000,000",Aug 2025
Legal & General,https://www.crunchbase.com/organization/legal-general,"Sep 5, 2025","£750,000,000",Not Started,"Consulting, Customer Service, Finance, Financial Services, Insurance, Retirement","London, England, United Kingdom",Legal & General provides individual life assurance products and manages retirement risk for pension schemes.,"43,038",https://www.legalandgeneral.com/,$10B+,Intermediate Capital Group,Intermediate Capital Group,https://x.com/landg_careers,https://www.linkedin.com/company/legal-&-general/,10001+,"£750,000,000","Jan 1, 1836"
FarmHQ,https://www.crunchbase.com/organization/coda-farm-technologies,"Sep 5, 2025","$6,700,000",Not Started,"Agriculture, AgTech, Farming","Burlington, Washington, United States",CODA Farm Technologies provides mobile irrigation platform that preserves crops and saves waste for farmers.,"48,759",https://www.codafarmtech.com/,Less than $1M,"Lowercarbon Capital, Fortson VC, Voyager Capital, TVF, Arnold Venture Group",Lowercarbon Capital,https://x.com/codafarmtech,https://www.linkedin.com/company/coda-farm-technologies/,1-10,"$500,000",2020
Miniluxe,https://www.crunchbase.com/organization/miniluxe-2,"Sep 5, 2025","$54,776,896",Not Started,"Business Development, Consumer, Management Consulting","Boston, Massachusetts, United States","Miniluxe operates as a nail and beauty lounge that offers manicures, pedicures, warm oil treatment, waxing, and hands and feet therapies.","54,740",http://www.miniluxe.com/,$10M to $50M,"Flow Capital, Cue Ball, Beechwood Capital, Valley Oak Investments, Horowitz Group","Cue Ball, Flow Capital, Horowitz Group, Paintbox",https://x.com/MiniLuxe,https://www.linkedin.com/company/miniluxe,251-500,"$34,237",2007
HNI,https://www.crunchbase.com/organization/hni-corporation,"Sep 5, 2025","$1,725,000,000",Not Started,"Furniture, Home Decor, Manufacturing","Muscatine, Iowa, United States",HNI is a family of brands providing products and services for the office and home.,"57,602",http://www.hnicorp.com/,$1B to $10B,"Wells Fargo, JPMorgan Chase & Co.","JPMorgan Chase & Co., Wells Fargo",https://x.com/hnicareers,https://www.linkedin.com/company/hni-corporation,5001-10000,"$1,725,000,000",1944
Dianosic,https://www.crunchbase.com/organization/dianosic,"Sep 5, 2025","€13,200,000",Not Started,"Biotechnology, Medical, Medical Device, Pharmaceutical","Strasbourg, Alsace, France",Platform of long-acting resorbable intranasal solid dosage forms for respiratory and central nervous system disorders,"59,252",https://dianosic.com/,$1M to $10M,"Bpifrance, Noshaq, WiSEED, Finovam Gestion, Capital Grand Est",Aptar Pharma,https://x.com/dianosicfrance,https://fr.linkedin.com/company/dianosic,11-50,"€7,000,000",Jul 2017
Thurlow Veterinary Services,https://www.crunchbase.com/organization/thurlow-veterinary-services,"Sep 5, 2025","$9,200,000",Not Started,"Health Care, Pet, Veterinary","Winnetka, Illinois, United States",Thurlow Veterinary Services offers veterinary services that treat pets with a compassionate and personal approach.,"61,223",https://thurlowvet.com/,—,—,—,,,—,"$7,000,000",2021
Wytec International,https://www.crunchbase.com/organization/wytec-international,"Sep 5, 2025","$19,988,380",Not Started,"Infrastructure, Telecommunications, Web Hosting, Wireless","San Antonio, Texas, United States",Wytec International develops fixed and mobile broadband networks with low latency and symmetrical data rates.,"71,234",http://wytecintl.com/,Less than $1M,—,—,https://x.com/wytecintl,https://www.linkedin.com/company/wytec-international/,11-50,"$1,650,000",2011
JJO plc,https://www.crunchbase.com/organization/jjo-plc,"Sep 5, 2025","£10,000,000",Not Started,"Furniture, Home and Garden, Home Improvement","Bacup, Lancashire, United Kingdom","JJO plc creates bespoke British kitchens, eco bathrooms, and bedroom furniture for independent installers and fine furniture retailers.","87,865",https://jjoplc.com/,$10M to $50M,Allica Bank,Allica Bank,https://x.com/jjoplc,,251-500,"£10,000,000",1868
Professional Diversity Network,https://www.crunchbase.com/organization/professional-diversity-network,"Sep 5, 2025","$25,653,848",Not Started,"Communities, Consulting, Social Network","Chicago, Illinois, United States",Professional Diversity Network is a technology company that develops online and in-person professional networking and recruitment platforms.,"137,573",https://investor.ipdn.com/,$10M to $50M,Streeterville Capital,Streeterville Capital,https://x.com/ProDivNet,https://www.linkedin.com/company/ipdnusa/,11-50,"$6,590,645",1999
Luz Saude,https://www.crunchbase.com/organization/luz-saude,"Sep 5, 2025","€310,000,000",Not Started,"Facilities Support Services, Health Care","Lisbon, Lisboa, Portugal",Luz Saude is one of the largest health care groups in terms of income operating in the Portuguese market.,"164,486",https://www.luzsaude.pt/,$500M to $1B,Macquarie Group,Macquarie Group,,https://www.linkedin.com/company/espirito-santo-saude/,5001-10000,"€310,000,000",2000
Kodak Alaris,https://www.crunchbase.com/organization/eastman-kodak,"Sep 5, 2025","$17,190,245",Not Started,"Business Information Systems, Hardware, Printing, Software","Hemel Hempstead, Hertford, United Kingdom",Kodak Alaris is a company that is passionate about using technology to transform organizations and improve people's lives across the planet.,"518,580",http://kodakalaris.com/,$500M to $1B,Platinum Equity,Platinum Equity,https://x.com/kodakalaris,https://www.linkedin.com/company/3497537/,1001-5000,—,2013
Juniper Square,https://www.crunchbase.com/organization/juniper-square,"Sep 4, 2025","$371,000,000",Not Started,"Asset Management, Financial Services, FinTech, Software","San Francisco, California, United States",Juniper Square provides software and fund administration services that streamline collaboration and communication between GPs and LPs.,288,https://www.junipersquare.com/,$50M to $100M,"Blue Owl, Felicis, Fifth Wall, Ribbit Capital, Redpoint","Blue Owl Capital Corporation, Felicis, Nasdaq Ventures, Redpoint, Ribbit Capital",https://x.com/juniper_square,https://www.linkedin.com/company/juniper-square,501-1000,—,2014
Augment,https://www.crunchbase.com/organization/augment-3e15,"Sep 4, 2025","$110,000,000",Not Started,"Artificial Intelligence (AI), Freight Service, Logistics, Transportation","Austin, Texas, United States","Augment provides an autonomous AI assistant platform to optimize logistics operations with emails, chats, and invoicing services.","1,420",https://www.goaugment.com/,—,"8VC, Autotech Ventures, Redpoint, 9Yards Capital, Shopify Ventures","8VC, Redpoint",,https://www.linkedin.com/company/goaugment/,11-50,"$85,000,000",2024
Lead,https://www.crunchbase.com/organization/lead-bank,"Sep 4, 2025","$170,000,000",Not Started,"Banking, Cryptocurrency, Finance, Financial Services, FinTech","Kansas City, Missouri, United States","Lead is a Banking as a Service platform providing financial solutions for individuals, businesses, and fintech companies.","1,848",https://www.lead.bank/,$50M to $100M,"Andreessen Horowitz, Khosla Ventures, Coatue, ICONIQ Capital, Zeev Ventures","Andreessen Horowitz, Khosla Ventures",https://x.com/Lead_Bank,https://www.linkedin.com/company/lead-bank,101-250,"$70,000,000",1928
Zürcher Kantonal Bank,https://www.crunchbase.com/organization/z%C3%BCrcher-kantonalbank,"Sep 4, 2025","€500,000,000",Not Started,"Banking, Finance, Financial Services","Zürich, Zurich, Switzerland","Zürcher Kantonalbank is an independent, incorporated public-law institution.","3,110",https://www.zkb.ch/,$1B to $10B,—,—,https://x.com/zkb_ch,https://www.linkedin.com/company/zkb-ch,5001-10000,"€500,000,000",1870
Volvo Cars,https://www.crunchbase.com/organization/volvo-car-corporation,"Sep 4, 2025","$2,422,592,044",Not Started,"Automotive, Manufacturing, Mobile, Transportation","Göteborg, Vastra Gotaland, Sweden",Volvo Car Group specializes in the fields of automotive manufacturing and sales.,"4,417",https://www.volvocars.com/intl/,$10B+,"European Investment Bank, Nordic Investment Bank, AMF, Folksam, Första AP-fonden","European Investment Bank, Nordic Investment Bank",https://x.com/volvocars,http://www.linkedin.com/company/volvocars,10001+,"€150,000,000","Apr 14, 1927"
Electrified Thermal Solutions,https://www.crunchbase.com/organization/electrified-thermal-solutions,"Sep 4, 2025","$24,300,000",Not Started,"Energy, Fossil Fuels, Fuel, Renewable Energy","Medford, Massachusetts, United States","Electrified Thermal Solutions replace fossil fuels with renewable heat in every furnace, turbine, boiler and kiln to decarbonize industry.","4,626",https://www.electrifiedthermal.com/,$10M to $50M,"Starlight Ventures, Clean Energy Ventures, Clean Energy Venture Group, Vale Ventures, MassVentures","ArcelorMittal's XCarb innovation fund, Clean Energy Ventures, MassVentures, Starlight Ventures",,https://www.linkedin.com/company/electrified-thermal-solutions-inc/,11-50,—,2021
Inlyte Energy,https://www.crunchbase.com/organization/inlyte-energy,"Sep 4, 2025","$12,100,000",Not Started,"Energy, Power Grid","Berkeley, California, United States",Inlyte Energy is a company that creates grid storage batteries.,"4,717",https://inlyteenergy.com/,$1M to $10M,"At One Ventures, Anglo American, First Spark Ventures, US Department of Energy, Climate Capital","At One Ventures, NATO DIANA, US Department of Energy",,,11-50,—,2021
Ketryx,https://www.crunchbase.com/organization/ketryx,"Sep 4, 2025","$57,049,994",Not Started,"Artificial Intelligence (AI), Business Process Automation (BPA), Compliance, SaaS, Software","Cambridge, Massachusetts, United States",Ketryx is an AI‑driven compliance platform that automates documentation tasks and workflows for regulated product teams.,"4,915",http://www.ketryx.com/,$1M to $10M,"Lightspeed Venture Partners, Transformation Capital, E14 Fund, Ubiquity Ventures, 53 Stations","Lightspeed Venture Partners, Transformation Capital",,https://www.linkedin.com/company/ketryx,51-100,"$39,000,000",2021
Avenzo Therapeutics,https://www.crunchbase.com/organization/avenzo-therapeutics,"Sep 4, 2025","$841,850,004",Not Started,"Biotechnology, Health Care, Medical, Oncology, Therapeutics","San Diego, California, United States",Avenzo Therapeutics specializes in the development of oncology therapies for cancer treatment.,"5,113",https://avenzotx.com/,—,"SR One, New Enterprise Associates, Foresite Capital, Sands Capital Ventures, OrbiMed","Deep Track Capital, New Enterprise Associates, OrbiMed, Sands Capital Ventures, Sofinnova Investments, SR One",,https://www.linkedin.com/company/avenzotx,11-50,"$60,000,000",2022
Newmark,https://www.crunchbase.com/organization/newmark-grubb-knight-frank,"Sep 4, 2025","$4,398,910,279",Not Started,"Advice, Commercial Real Estate, Consulting, Financial Services, Leasing, Logistics, Property Management, Real Estate, Real Estate Brokerage, Retail","New York, New York, United States","Newmark is a commercial real estate company that offers real estate brokerage, leasing, and property management services.","5,255",https://www.nmrk.com/,$1B to $10B,"Citi, Goldman Sachs, Morgan Stanley, Wells Fargo, JP Morgan","Citi, Goldman Sachs, JP Morgan",https://x.com/Newmark,https://www.linkedin.com/company/nmrk-cre,5001-10000,"$425,000,000",1929
Elysian,https://www.crunchbase.com/organization/elysian-insurance-services-b8ca,"Sep 4, 2025","$9,000,000",Not Started,"Artificial Intelligence (AI), FinTech, Generative AI, Insurance, InsurTech","Nashville, Tennessee, United States",Elysian is an AI-native Third-Party Administrator offering claims handling and portfolio oversight for commercial insurance cases.,"5,467",https://elysian.is/,—,"American Family Ventures, Portage Ventures, TenOneTen Ventures","American Family Ventures, Portage Ventures",,https://www.linkedin.com/company/elysianclaims,11-50,"$6,000,000",Jun 2024
Dispatch,https://www.crunchbase.com/organization/oneadvisory,"Sep 4, 2025","$32,900,000",Not Started,"Finance, Financial Services","Miami, Florida, United States",Dispatch helps independent financial advisors to build ideal firms through strategic investments and advanced technology.,"5,623",https://www.dispatch.io/,—,"Valor Equity Partners, F-Prime, Twelve Below, Fika Ventures, Mariner Wealth Advisors","Brewer Lane Ventures, F-Prime",,https://www.linkedin.com/company/oneadvisoryco,11-50,"$18,000,000",2022
Lumen Technologies,https://www.crunchbase.com/organization/centurylink,"Sep 4, 2025","$2,435,399,399",Not Started,"Big Data, Information Services, Infrastructure, Optical Communication, Security, Telecommunications, VoIP, Wireless","Monroe, Louisiana, United States","Lumen delivers the most secure platform for applications and data to help businesses, government and communities deliver amazing experiences","5,775",https://www.lumen.com/,$10B+,Grand 365 Capital,—,https://x.com/lumentechco,https://www.linkedin.com/company/lumentechnologies,10001+,"$425,000,000","Jan 1, 1968"
LightSpun,https://www.crunchbase.com/organization/32health,"Sep 4, 2025","$13,000,000",Not Started,"Artificial Intelligence (AI), Enterprise Software, SaaS, Software","Chestnut Hill, Massachusetts, United States","LightSpun is an AI-powered platform designed to transform and streamline healthcare administration, specifically dental insurance.","6,380",https://www.lightspun.com/,—,"Virtue, Industry Ventures, Cambrian Ventures, Brewer Lane Ventures",Brewer Lane Ventures,,https://www.linkedin.com/company/32health,11-50,"$13,000,000",2022
Recall.ai,https://www.crunchbase.com/organization/recall-ai,"Sep 4, 2025","$50,700,000",Not Started,"Artificial Intelligence (AI), Developer APIs, Information and Communications Technology (ICT), Meeting Software, Video Conferencing","San Francisco, California, United States","Recall.ai provides unified APIs and SDKs to capture, transcribe, and analyze recordings and meetings.","6,442",https://recall.ai/,—,"Bessemer Venture Partners, Y Combinator, Salesforce Ventures, RTP Global, Industry Ventures","Bessemer Venture Partners, Ridge Ventures",https://x.com/recall_ai,https://www.linkedin.com/company/recall-ai/,11-50,"$38,000,000",2020
Enveda Biosciences,https://www.crunchbase.com/organization/enveda-therapeutics,"Sep 4, 2025","$529,900,000",Not Started,"Biotechnology, Pharmaceutical, Therapeutics","Boulder, Colorado, United States",Enveda Biosciences is a biotechnology company that develops novel medications derived from plants.,"6,962",https://enveda.com/,$10M to $50M,"FPV Ventures, Catalio Capital Management, Sanofi, Lux Capital, Two Sigma Ventures","Dimension Capital, FPV Ventures, Kinnevik, Lux Capital, Premji Invest, Sanofi, Silicon Valley Bank, True Ventures, Village Global",https://x.com/envedabio,https://www.linkedin.com/company/enveda,101-250,"$150,000,000",2019
House of Doge,https://www.crunchbase.com/organization/house-of-doge,"Sep 4, 2025","$14,946,443",Not Started,"Cryptocurrency, Payments","Miami, Florida, United States",House of Doge is a crypto payment platform.,"7,130",https://www.houseofdoge.com/,—,—,—,https://x.com/houseofdoge,https://www.linkedin.com/company/houseofdoge,11-50,"$14,946,443",2025
FERNRIDE,https://www.crunchbase.com/organization/fernride,"Sep 4, 2025","$82,053,346",Not Started,"Artificial Intelligence (AI), Autonomous Vehicles, Electric Vehicle, Logistics, Transportation","Munich, Bayern, Germany",FERNRIDE delivers a comprehensive ground autonomy platform to offer scalable automation solutions across industries.,"7,757",https://www.fernride.com/,$10M to $50M,"Speedinvest, Promus Ventures, Munich Re Ventures, Leblon Capital, 10x Founders","10x Founders, EUDIS Business Accelerator, Fly Ventures, Helantic, Intel Ignite, Speedinvest",,https://www.linkedin.com/company/fernride/,101-250,"€18,000,000","Sep 20, 2019"
Brilliant,https://www.crunchbase.com/organization/brilliant-home-technology,"Sep 4, 2025","$73,700,000",Not Started,"Consumer Electronics, Digital Media, Home Improvement, Smart Home","San Mateo, California, United States","We make the Brilliant Control, a smart home control system that replaces an existing light switch.","9,075",https://www.brilliant.tech/,$100M to $500M,"Gaingels, BoxGroup, Celesta Capital, Bossa Invest, August Capital","August Capital, Celesta Capital, N47",https://x.com/brillianttech,https://www.linkedin.com/company/brilliant-home-technologies,11-50,"$9,700,000","Jun 1, 2015"
Hello Patient,https://www.crunchbase.com/organization/hello-patient,"Sep 4, 2025","$28,800,000",Not Started,"Artificial Intelligence (AI), Generative AI, Health Care","Austin, Texas, United States",Hello Patient is an AI-powered patient engagement platform that automates calls and texts to improve efficiency and patient communication.,"9,347",https://hellopatient.com/,—,"Alumni Ventures, 8VC, Bling Capital, Max Ventures, Flex Capital","8VC, Scale Venture Partners",https://x.com/HelloPatient,https://www.linkedin.com/company/hello-patient,11-50,"$22,500,000","Mar 30, 2024"
Lightelligence,https://www.crunchbase.com/organization/lightelligence,"Sep 4, 2025","$246,355,079",Not Started,"AI Infrastructure, Artificial Intelligence (AI), Infrastructure, Semiconductor","Boston, Massachusetts, United States",Harnessing light to power new possibilities,"10,893",https://www.lightelligence.ai/,—,"Matrix Partners China, Taihill Venture, Vertex Ventures China, Baidu Ventures, MindWorks Capital",Matrix Partners China,https://x.com/lightelligence,https://www.linkedin.com/company/lightelligence-ai/,101-250,"CN¥1,500,000,000",2017
Mojo Vision,https://www.crunchbase.com/organization/mojo-vision,"Sep 4, 2025","$344,900,000",Not Started,"Augmented Reality, Computer, Consumer Electronics, Semiconductor","Saratoga, California, United States",Mojo develops high-performance micro-LED display technology with proprietary full-color quantum-dot technology with superior performance,"11,472",https://www.mojo.vision/,$10M to $50M,"Khosla Ventures, 8VC, Fusion Fund, New Enterprise Associates, LG Electronics","Khosla Ventures, New Enterprise Associates, Vanedge Capital",https://x.com/mojovisioninc,https://www.linkedin.com/company/mojovision,11-50,"$75,000,000",2015
Datalign Advisory,https://www.crunchbase.com/organization/datalign-advisory,"Sep 4, 2025","$11,000,023",Not Started,"Artificial Intelligence (AI), Finance","Cambridge, Massachusetts, United States",Datalign Advisory is a Fintech company that connects Americans with trusted financial advisors.,"12,397",https://www.datalignadvisory.com/,—,Link Ventures,Link Ventures,,https://www.linkedin.com/company/datalignadvisory/,11-50,"$2,000,023",2022
Smithfield,https://www.crunchbase.com/organization/smithfield,"Sep 4, 2025","$454,111,978",Not Started,"Food and Beverage, Hospitality","Smithfield, Virginia, United States","Smithfield Foods produces and markets packaged meats and fresh pork products for retail, foodservice, and industrial customers.","12,789",http://smithfieldfoods.com/,$10B+,—,—,https://x.com/SmithfieldFoods,https://www.linkedin.com/company/32478,10001+,"$454,111,978",1936
International Airlines Group (IAG),https://www.crunchbase.com/organization/international-airlines-group,"Sep 4, 2025","$1,364,992,994",Not Started,"Adventure Travel, Aerospace, Air Transportation, Transportation, Travel","Uxbridge, Hillingdon, United Kingdom",International Airlines Group allows airlines to expand their global presence and keep individual brands.,"13,178",http://www.iairgroup.com/,$10B+,"Marshall Wace, Qatar Visa Check","Marshall Wace, Qatar Visa Check",,https://www.linkedin.com/company/international-airlines-group-iag-/,10001+,"€500,000,000","Jan 21, 2011"
Reggora,https://www.crunchbase.com/organization/reggora,"Sep 4, 2025","$61,875,000",Not Started,Real Estate,"Boston, Massachusetts, United States","Reggora is a cloud-based, two-sided appraisal platform.","13,399",https://www.reggora.com/,$10M to $50M,"1984 Ventures, American Family Ventures, Centana Growth Partners, Spark Capital, Shine Capital","Centana Growth Partners, DCU FinTech Innovation Center, Spark Capital",,https://www.linkedin.com/company/reggora/about/,51-100,"$18,000,000",2016
Revalia Bio,https://www.crunchbase.com/organization/revalia-bio,"Sep 4, 2025","$19,500,000",Not Started,"Artificial Intelligence (AI), Biotechnology, Health Care, Medical, Pharmaceutical, SaaS","New Haven, Connecticut, United States",Launching a new category of pre-clinical research with AI-driven insights from functional human organs in 'Human Data Trials'.,"14,247",https://revaliabio.com/,$1M to $10M,"Sierra Ventures, Connecticut Innovations, America’s Frontier Fund, Overmatch Ventures, National Kidney Foundation","America’s Frontier Fund, Milad Alucozai, National Kidney Foundation, Roger Ferguson, Sierra Ventures",,https://www.linkedin.com/company/revaliabio,11-50,"$14,500,000",Mar 2023
Puro.earth,https://www.crunchbase.com/organization/puro-earth,"Sep 4, 2025","€11,000,000",Not Started,"B2B, Marketplace","Helsinki, Southern Finland, Finland","Puro.earth is the first B2B marketplace, standard, and registry focused solely on carbon removal.","14,583",https://puro.earth/,$1M to $10M,"Nasdaq, Fortum",Nasdaq,https://x.com/puroco2removal,https://www.linkedin.com/company/puro-earth/,11-50,"€11,000,000",2018
throxy,https://www.crunchbase.com/organization/throxy,"Sep 4, 2025","$6,200,000",Not Started,"Generative AI, SaaS, Sales Automation","London, England, United Kingdom","throxy builds vertical AI Book meetings without the busywork. Bespoke, fully managed outbound.","14,643",https://throxy.com/,$1M to $10M,"Y Combinator, Base10 Partners, GoHub Ventures, Pioneer Fund, Palm Drive Capital","Base10 Partners, SAV (Scale Asia Ventures), Venrex",https://x.com/throxyai,https://www.linkedin.com/company/throxy/,1-10,"$6,200,000","Aug 17, 2023"
Fiveonefour,https://www.crunchbase.com/organization/fiveonefour,"Sep 4, 2025","$17,000,000",Not Started,Software,"Portland, Oregon, United States","Fiveonefour helps dev teams build data-intensive features, products and solutions without growing headcount or hiring data specialists.","15,303",https://www.fiveonefour.com/,$1M to $10M,"Ridge Ventures, Stage 2 Capital, Flybridge, Dimension Capital, Tokyo Black",Dimension Capital,https://x.com/514hq,https://www.linkedin.com/company/fiveonefour/,11-50,"$17,000,000",Oct 2023
LifeLabs Design,https://www.crunchbase.com/organization/lifelabs-design,"Sep 4, 2025","$22,999,999",Not Started,"Energy, Energy Efficiency, Energy Management","Sunnyvale, California, United States",LifeLabs Design is a materials science company that develops technology designed to reduce energy consumption.,"16,023",https://lifelabs.design/,$1M to $10M,Asia Green Fund,Asia Green Fund,,https://www.linkedin.com/company/lifelabsdesign/,11-50,"$10,000,000",2020
Alpic,https://www.crunchbase.com/organization/alpic,"Sep 4, 2025","$6,000,000",Not Started,—,"Paris, Ile-de-France, France","Alpic is a cloud platform dedicated to helping companies build, deploy, and distribute MCP servers & ChatGPT apps.","17,598",https://alpic.ai/,—,"K5 Global, Kima Ventures, Partech, Drysdale Ventures, Irregular Expressions",Partech,https://x.com/alpic_ai,https://www.linkedin.com/company/alpic-ai,11-50,"$6,000,000",Jul 2025
GridStor,https://www.crunchbase.com/organization/gridstor,"Sep 4, 2025","$105,000,000",Not Started,"Consulting, Manufacturing, Renewable Energy","Portland, Oregon, United States","GridStor is a rapidly growing developer, owner, and operator of battery energy storage systems.","18,589",https://www.gridstor.com/,$1M to $10M,Nord/LB,Nord/LB,,https://www.linkedin.com/company/gridstor,11-50,"$50,000,000",2022
Giskard,https://www.crunchbase.com/organization/giskard-ai,"Sep 4, 2025","$7,752,188",Not Started,"Artificial Intelligence (AI), Developer Tools, Machine Learning, Software","Paris, Ile-de-France, France",Prevent AI Failures: Automated Red Teaming platform for AI agents to prevent security vulnerabilities and ensure business alignment,"19,712",https://giskard.ai/,$1M to $10M,"Bessemer Venture Partners, Bpifrance, Elaia, European Commission, EIC Accelerator","Bpifrance, EIC Accelerator, Elaia, European Commission, GitHub Accelerator, Intel Ignite",,https://www.linkedin.com/company/giskard-ai/,11-50,"€400,000","Sep 6, 2021"
Pointsville,https://www.crunchbase.com/organization/pointsville,"Sep 4, 2025","$10,000,000",Not Started,"Consulting, Internet, Software","Pittsburgh, Pennsylvania, United States","Empowering businesses to efficiently create, manage and service digital assets and loyalty programs, driving innovation and inclusion.","20,371",https://www.pointsville.com/,—,"Tether, Chainlink Labs, Dynamo, Saison Capital, Itau Unibanco",Valor Capital Group,https://x.com/pointsvilleapp,https://www.linkedin.com/company/pointsville/,11-50,"$10,000,000",2020
Lumentum,https://www.crunchbase.com/organization/lumentum-operations-llc,"Sep 4, 2025","$3,675,000,000",Not Started,"Optical Communication, Semiconductor, Telecommunications","Milpitas, California, United States",Lumentum Operations is an optical and photonic products manufacturer.,"20,522",https://www.lumentum.com/en,$1B to $10B,—,—,https://x.com/lumentum,https://www.linkedin.com/company/lumentum/,10001+,"$1,100,000,000",2015
Vouched,https://www.crunchbase.com/organization/vouched-0c75,"Sep 4, 2025","$35,200,000",Not Started,"Artificial Intelligence (AI), Computer Vision, Financial Services, FinTech, Health Care, Identity Management, Machine Learning, Security, Software","Seattle, Washington, United States",Vouched develops patent-pending visual ID verification for regulated and sensitive industries.,"21,422",https://www.vouched.id/,$10M to $50M,"Flying Fish Partners, Ascend, BHG Financial, Creative Destruction Lab (CDL), Madrona Venture Labs","BHG VC, Darrell Cavens, Flying Fish Partners, SeaChange, SpringRock Ventures",https://x.com/vouchedid,https://www.linkedin.com/company/woollylabs,11-50,"$17,000,000",Nov 2019
Fever,https://www.crunchbase.com/organization/fever-3343,"Sep 4, 2025","$21,668,324",Not Started,Renewable Energy,"Stockholm, Stockholms Lan, Sweden",Fever provides a software platform that helps energy companies aggregate and optimise distributed energy assets in real time.,"22,020",https://www.fever.energy/,—,"General Catalyst, Norrsken VC, RTP Global, La Famiglia","General Catalyst, La Famiglia, RTP Global",,https://www.linkedin.com/company/feverenergy/,11-50,"€8,000,000",2021
Moleaer,https://www.crunchbase.com/organization/moleaer,"Sep 4, 2025","$67,500,000",Not Started,"Energy, Industrial, Nanotechnology","Hawthorne, California, United States",Moleaer is a technology company that develops industrial-scale nanobubble systems.,"22,054",https://www.moleaer.com/,$1M to $10M,"S2G Investments, Apollo, Energy Innovation Capital, Cibus Fund, Xylem","Apollo, Cibus Fund, Energy Innovation Capital, Husqvarna, S2G Investments, Xylem",https://x.com/moleaer,https://www.linkedin.com/company/moleaer/,51-100,—,2016
Wooclap,https://www.crunchbase.com/organization/wooclap,"Sep 4, 2025","€27,250,000",Not Started,"EdTech, Education, SaaS, Training","Etterbeek, Brussels Hoofdstedelijk Gewest, Belgium","Wooclap is an online polling system for classes, conferences, and training sessions.","24,430",https://www.wooclap.com/,$1M to $10M,"BNP Paribas, SFPIM, PMV, Be Angels, Ethias Ventures",Impact Expansion,https://x.com/wooclap,https://www.linkedin.com/company/wooclap,51-100,"€25,000,000","Oct 3, 2014"
florrent,https://www.crunchbase.com/organization/florrent,"Sep 4, 2025","$17,447,877",Not Started,"Electrical Distribution, Electronics, Energy Storage","Amherst, Massachusetts, United States",florrent is a bio-based materials and energy storage company.,"25,292",https://florrent.com/,$1M to $10M,"Boston Impact Initiative (BII), AIN Ventures, Raven Indigenous Capital Partners, MassMutual Impact Investing, Massachusetts Clean Energy Center","Advancing Climatetech and Clean Energy Leaders, Massachusetts Clean Energy Center, MassVentures",https://x.com/florrent_energy,https://www.linkedin.com/company/florrent/,11-50,"$9,500,000",2020
Sensible Biotechnologies,https://www.crunchbase.com/organization/sensible-biotechnologies,"Sep 4, 2025","$10,370,000",Not Started,"Biotechnology, Medical","Cambridge, Massachusetts, United States",Sensible Biotechnologies is developing world's first cell-based platform to unlock the next generation of mRNA medicines.,"25,312",https://www.sensible.bio/,$1M to $10M,"Y Combinator, BlueYard Capital, ZAKA VC, BACKED VC, KAYA","BlueYard Capital, NATO DIANA, Recode Health Ventures",https://x.com/sensible_bio,https://www.linkedin.com/company/sensible-biotechnologies/,11-50,—,2021
Rapafusyn Pharmaceuticals,https://www.crunchbase.com/organization/rapafusyn-pharmaceuticals,"Sep 4, 2025","$44,000,000",Not Started,Biotechnology,"Baltimore, Maryland, United States",Rapafusyn Pharmaceuticals licenses technology related to a novel class of natural product-like macrocycle.,"26,069",https://rapafusyn.com/,Less than $1M,"3E Bioventures, Lapam Capital, BioTrack Capital, Prox Ventures, Yonjin Venture","3E Bioventures, Prox Ventures",,https://www.linkedin.com/company/rapafusyn-pharmaceuticals/,11-50,"$16,000,000",2015
Wayren,https://www.crunchbase.com/organization/wayren,"Sep 4, 2025","€8,996,184",Not Started,"Communication Hardware, Communications Infrastructure, Software","Tallinn, Harjumaa, Estonia","Wayren is an Estonian technology business that specializes in secure, robust digital communication solutions built to work successfully.","26,790",https://wayren.ee/,—,"BSV Ventures, DEPO Ventures, NATO DIANA, EFA Group, Kaitseministeerium","BSV Ventures, EFA Group, Kaitseministeerium, NATO DIANA",,https://www.linkedin.com/company/wayren,11-50,"€300,000",2020
